"","surp","y_lower","y_upper","y","delta","lang","model","linear"
"6921",8.6,15.0824373386401,20.4709928641389,17.762944495868,-1.52273884133331,"en","monot_all","linear"
"6922",8.7,15.2642994046561,20.7051571626723,17.9694903620991,-1.52273884133331,"en","monot_all","linear"
"6923",8.8,15.4461614706722,20.9393214612057,18.1760362283301,-1.52273884133331,"en","monot_all","linear"
"6924",8.9,15.6280235366882,21.1734857597391,18.3825820945611,-1.52273884133331,"en","monot_all","linear"
"6925",9,15.8098856027042,21.4076500582725,18.5891279607921,-1.52273884133331,"en","monot_all","linear"
"6926",9.1,15.9917476687202,21.6418143568059,18.7956738270231,-1.52273884133331,"en","monot_all","linear"
"6927",9.2,16.1736097347362,21.8759786553393,19.0022196932542,-1.52273884133331,"en","monot_all","linear"
"6928",9.3,16.3554718007522,22.1101429538727,19.2087655594852,-1.52273884133331,"en","monot_all","linear"
"6929",9.4,16.5373338667682,22.3443072524061,19.4153114257162,-1.52273884133331,"en","monot_all","linear"
"6930",9.5,16.7191959327843,22.5784715509395,19.6218572919472,-1.52273884133331,"en","monot_all","linear"
"6931",9.6,16.9010579988003,22.8126358494729,19.8284031581783,-1.52273884133331,"en","monot_all","linear"
"6932",9.7,17.0829200648163,23.0468001480063,20.0349490244093,-1.52273884133331,"en","monot_all","linear"
"6933",9.8,17.2647821308323,23.2809644465397,20.2414948906403,-1.52273884133331,"en","monot_all","linear"
"6934",9.9,17.4466441968483,23.5151287450731,20.4480407568713,-1.52273884133331,"en","monot_all","linear"
"6935",10,17.6285062628643,23.7492930436065,20.6545866231024,-1.52273884133331,"en","monot_all","linear"
"6936",10.1,17.8103683288803,23.9834573421399,20.8611324893334,-1.52273884133331,"en","monot_all","linear"
"6937",10.2,17.9922303948963,24.2176216406733,21.0676783555644,-1.52273884133331,"en","monot_all","linear"
"6938",10.3,18.1740924609124,24.4517859392067,21.2742242217954,-1.52273884133331,"en","monot_all","linear"
"6939",10.4,18.3559545269284,24.6859502377401,21.4807700880264,-1.52273884133331,"en","monot_all","linear"
"6940",10.5,18.5378165929444,24.9201145362736,21.6873159542575,-1.52273884133331,"en","monot_all","linear"
"6941",10.6,18.7196786589604,25.154278834807,21.8938618204885,-1.52273884133331,"en","monot_all","linear"
"6942",10.7,18.9015407249764,25.3884431333404,22.1004076867195,-1.52273884133331,"en","monot_all","linear"
"6943",10.8,19.0834027909924,25.6226074318738,22.3069535529505,-1.52273884133331,"en","monot_all","linear"
"6944",10.9,19.2652648570084,25.8567717304072,22.5134994191816,-1.52273884133331,"en","monot_all","linear"
"6945",11,19.4471269230245,26.0909360289406,22.7200452854126,-1.52273884133331,"en","monot_all","linear"
"6946",11.1,19.6289889890405,26.325100327474,22.9265911516436,-1.52273884133331,"en","monot_all","linear"
"6947",11.2,19.8108510550565,26.5592646260074,23.1331370178746,-1.52273884133331,"en","monot_all","linear"
"6948",11.3,19.9927131210725,26.7934289245408,23.3396828841057,-1.52273884133331,"en","monot_all","linear"
"6949",11.4,20.1745751870885,27.0275932230742,23.5462287503367,-1.52273884133331,"en","monot_all","linear"
"6950",11.5,20.3564372531045,27.2617575216076,23.7527746165677,-1.52273884133331,"en","monot_all","linear"
"6951",11.6,20.5382993191205,27.495921820141,23.9593204827987,-1.52273884133331,"en","monot_all","linear"
"6952",11.7,20.7201613851365,27.7300861186744,24.1658663490298,-1.52273884133331,"en","monot_all","linear"
"6953",11.8,20.9020234511526,27.9642504172078,24.3724122152608,-1.52273884133331,"en","monot_all","linear"
"6954",11.9,21.0838855171686,28.1984147157412,24.5789580814918,-1.52273884133331,"en","monot_all","linear"
"6955",12,21.2657475831846,28.4325790142746,24.7855039477228,-1.52273884133331,"en","monot_all","linear"
"6956",12.1,21.4476096492006,28.666743312808,24.9920498139539,-1.52273884133331,"en","monot_all","linear"
"6957",12.2,21.6294717152166,28.9009076113414,25.1985956801849,-1.52273884133331,"en","monot_all","linear"
"6958",12.3,21.8113337812326,29.1350719098748,25.4051415464159,-1.52273884133331,"en","monot_all","linear"
"6959",12.4,21.9931958472486,29.3692362084082,25.6116874126469,-1.52273884133331,"en","monot_all","linear"
"6960",12.5,22.1750579132647,29.6034005069416,25.8182332788779,-1.52273884133331,"en","monot_all","linear"
"6961",12.6,22.3569199792807,29.837564805475,26.024779145109,-1.52273884133331,"en","monot_all","linear"
"6962",12.7,22.5387820452967,30.0717291040084,26.23132501134,-1.52273884133331,"en","monot_all","linear"
"6963",12.8,22.7206441113127,30.3058934025418,26.437870877571,-1.52273884133331,"en","monot_all","linear"
"6964",12.9,22.9025061773287,30.5400577010752,26.644416743802,-1.52273884133331,"en","monot_all","linear"
"6965",13,23.0843682433447,30.7742219996087,26.8509626100331,-1.52273884133331,"en","monot_all","linear"
"6966",13.1,23.2662303093607,31.0083862981421,27.0575084762641,-1.52273884133331,"en","monot_all","linear"
"6967",13.2,23.4480923753767,31.2425505966755,27.2640543424951,-1.52273884133331,"en","monot_all","linear"
"6968",13.3,23.6299544413928,31.4767148952089,27.4706002087261,-1.52273884133331,"en","monot_all","linear"
"6969",13.4,23.8118165074088,31.7108791937423,27.6771460749572,-1.52273884133331,"en","monot_all","linear"
"6970",13.5,23.9936785734248,31.9450434922757,27.8836919411882,-1.52273884133331,"en","monot_all","linear"
"6971",13.6,24.1755406394408,32.1792077908091,28.0902378074192,-1.52273884133331,"en","monot_all","linear"
"6972",13.7,24.3574027054568,32.4133720893425,28.2967836736502,-1.52273884133331,"en","monot_all","linear"
"6973",13.8,24.5392647714728,32.6475363878759,28.5033295398812,-1.52273884133331,"en","monot_all","linear"
"6974",13.9,24.7211268374888,32.8817006864093,28.7098754061123,-1.52273884133331,"en","monot_all","linear"
"6975",14,24.9029889035048,33.1158649849427,28.9164212723433,-1.52273884133331,"en","monot_all","linear"
"6976",14.1,25.0848509695209,33.3500292834761,29.1229671385743,-1.52273884133331,"en","monot_all","linear"
"6977",14.2,25.2667130355369,33.5841935820095,29.3295130048053,-1.52273884133331,"en","monot_all","linear"
"6978",14.3,25.4485751015529,33.8183578805429,29.5360588710364,-1.52273884133331,"en","monot_all","linear"
"6979",14.4,25.6304371675689,34.0525221790763,29.7426047372674,-1.52273884133331,"en","monot_all","linear"
"6980",14.5,25.8122992335849,34.2866864776097,29.9491506034984,-1.52273884133331,"en","monot_all","linear"
"6981",14.6,25.9941612996009,34.5208507761431,30.1556964697294,-1.52273884133331,"en","monot_all","linear"
"6982",14.7,26.1760233656169,34.7550150746765,30.3622423359605,-1.52273884133331,"en","monot_all","linear"
"6983",14.8,26.357885431633,34.9891793732099,30.5687882021915,-1.52273884133331,"en","monot_all","linear"
"6984",14.9,26.539747497649,35.2233436717433,30.7753340684225,-1.52273884133331,"en","monot_all","linear"
"6985",15,26.721609563665,35.4575079702767,30.9818799346535,-1.52273884133331,"en","monot_all","linear"
"6986",15.1,26.903471629681,35.6916722688101,31.1884258008846,-1.52273884133331,"en","monot_all","linear"
